STATUS OK
S A|B|CROSS_PAIR_CORRELATION|OK|OK|OK|NaN|0|15.163|0.750|0.100|9|0.100|10|2024|micron|dimensionless|9|4|4
D 7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,402e53576c9f6440,3fe8000000000000,3fc999999999999a,4022000000000000,3fb999999999999a,4024000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4022000000000000,4010000000000000,4010000000000000
S B|A|CROSS_PAIR_CORRELATION|OK|OK|OK|NaN|0|15.163|0.750|0.200|9|0.100|10|2024|micron|dimensionless|9|4|4
GROUP centroids count=2
TABLE centroids/A__Centroids__a818973dc8bcd488a90c1ac96631c67822a84fe01489d93882113947fcd0a3f9 rows=2 cols=8
H Channel|Label|Centroid_X|Centroid_Y|Centroid_Z|Edge_Object|Voxel_Count|Coordinate_Unit
D 7ff8000000000000,3ff0000000000000,3fe8000000000000,3fe8000000000000,3fd0000000000000,0000000000000000,3ff0000000000000,7ff8000000000000
S A|1|0.750|0.750|0.250|0|1|micron
D 7ff8000000000000,40f1170000000000,4006000000000000,4006000000000000,3fd0000000000000,0000000000000000,3ff0000000000000,7ff8000000000000
S A|70000|2.750|2.750|0.250|0|1|micron
TABLE centroids/B__Centroids__f3caee30fc761ae93d50fd73c5e4d09359a0442f10ca757da5ad59318118c46c rows=1 cols=8
H Channel|Label|Centroid_X|Centroid_Y|Centroid_Z|Edge_Object|Voxel_Count|Coordinate_Unit
D 7ff8000000000000,4008000000000000,3ff4000000000000,3ff4000000000000,3fd0000000000000,0000000000000000,3ff0000000000000,7ff8000000000000
S B|3|1.250|1.250|0.250|0|1|micron
GROUP perObject count=4
TABLE perObject/A_to_A__0dff87bd5345f9346ebb4391c24b074b880f956ee99522041db685926a596ab4 rows=2 cols=31
H Source_Channel|Target_Channel|Source_Label|Edge_Object|Distance_Unit|Surface_Measure_Unit|Centre-Centre_NN1_Partner_Label|Centre-Centre_NN1_Value|Centre-Centre_NN1_Within_Contact|Centre-Centre_NN1_Exact_Contact|Centre-Centre_NN1_Apposed_Surface|Centre-Edge_NN1_Partner_Label|Centre-Edge_NN1_Value|Centre-Edge_NN1_Within_Contact|Centre-Edge_NN1_Exact_Contact|Centre-Edge_NN1_Apposed_Surface|Edge-Centre_NN1_Partner_Label|Edge-Centre_NN1_Value|Edge-Centre_NN1_Within_Contact|Edge-Centre_NN1_Exact_Contact|Edge-Centre_NN1_Apposed_Surface|Edge-Edge_NN1_Partner_Label|Edge-Edge_NN1_Value|Edge-Edge_NN1_Within_Contact|Edge-Edge_NN1_Exact_Contact|Edge-Edge_NN1_Apposed_Surface|Surface-Contact_NN1_Partner_Label|Surface-Contact_NN1_Value|Surface-Contact_NN1_Within_Contact|Surface-Contact_NN1_Exact_Contact|Surface-Contact_NN1_Apposed_Surface
D 7ff8000000000000,7ff8000000000000,3ff0000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,40f1170000000000,4006a09e667f3bcd,0000000000000000,0000000000000000,0000000000000000,40f1170000000000,4003cc8a99af5453,0000000000000000,0000000000000000,0000000000000000,40f1170000000000,4003cc8a99af5453,0000000000000000,0000000000000000,0000000000000000,40f1170000000000,4000f876ccdf6cd9,0000000000000000,0000000000000000,0000000000000000,40f1170000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
S A|A|1|0|micron|micron|70000|2.828|0|0|0|70000|2.475|0|0|0|70000|2.475|0|0|0|70000|2.121|0|0|0|70000|0|0|0|0
D 7ff8000000000000,7ff8000000000000,40f1170000000000,0000000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000,4006a09e667f3bcd,0000000000000000,0000000000000000,0000000000000000,3ff0000000000000,4003cc8a99af5453,0000000000000000,0000000000000000,0000000000000000,3ff0000000000000,4003cc8a99af5453,0000000000000000,0000000000000000,0000000000000000,3ff0000000000000,4000f876ccdf6cd9,0000000000000000,0000000000000000,0000000000000000,3ff0000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
S A|A|70000|0|micron|micron|1|2.828|0|0|0|1|2.475|0|0|0|1|2.475|0|0|0|1|2.121|0|0|0|1|0|0|0|0
TABLE perObject/A_to_B__b6e53f3b2654d05b5489d2ac9163933038e4e1aaeee786f0c095833a982da635 rows=2 cols=31
H Source_Channel|Target_Channel|Source_Label|Edge_Object|Distance_Unit|Surface_Measure_Unit|Centre-Centre_NN1_Partner_Label|Centre-Centre_NN1_Value|Centre-Centre_NN1_Within_Contact|Centre-Centre_NN1_Exact_Contact|Centre-Centre_NN1_Apposed_Surface|Centre-Edge_NN1_Partner_Label|Centre-Edge_NN1_Value|Centre-Edge_NN1_Within_Contact|Centre-Edge_NN1_Exact_Contact|Centre-Edge_NN1_Apposed_Surface|Edge-Centre_NN1_Partner_Label|Edge-Centre_NN1_Value|Edge-Centre_NN1_Within_Contact|Edge-Centre_NN1_Exact_Contact|Edge-Centre_NN1_Apposed_Surface|Edge-Edge_NN1_Partner_Label|Edge-Edge_NN1_Value|Edge-Edge_NN1_Within_Contact|Edge-Edge_NN1_Exact_Contact|Edge-Edge_NN1_Apposed_Surface|Surface-Contact_NN1_Partner_Label|Surface-Contact_NN1_Value|Surface-Contact_NN1_Within_Contact|Surface-Contact_NN1_Exact_Contact|Surface-Contact_NN1_Apposed_Surface
D 7ff8000000000000,7ff8000000000000,3ff0000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,4008000000000000,3fe6a09e667f3bcd,3ff0000000000000,0000000000000000,4000000000000000,4008000000000000,3fd6a09e667f3bcd,3ff0000000000000,0000000000000000,4000000000000000,4008000000000000,3fd6a09e667f3bcd,3ff0000000000000,0000000000000000,4000000000000000,4008000000000000,0000000000000000,3ff0000000000000,0000000000000000,4000000000000000,4008000000000000,4000000000000000,3ff0000000000000,0000000000000000,4000000000000000
S A|B|1|0|micron|micron|3|0.707|1|0|2|3|0.354|1|0|2|3|0.354|1|0|2|3|0.000|1|0|2|3|2|1|0|2
D 7ff8000000000000,7ff8000000000000,40f1170000000000,0000000000000000,7ff8000000000000,7ff8000000000000,4008000000000000,4000f876ccdf6cd9,0000000000000000,0000000000000000,0000000000000000,4008000000000000,3ffc48c6001f0ac0,0000000000000000,0000000000000000,0000000000000000,4008000000000000,3ffc48c6001f0ac0,0000000000000000,0000000000000000,0000000000000000,4008000000000000,3ff6a09e667f3bcd,0000000000000000,0000000000000000,0000000000000000,4008000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
S A|B|70000|0|micron|micron|3|2.121|0|0|0|3|1.768|0|0|0|3|1.768|0|0|0|3|1.414|0|0|0|3|0|0|0|0
TABLE perObject/B_to_B__9ea74a0602461efbe53cc4098385131f7142581165aad44ecb2a3f167ad38339 rows=1 cols=6
H Source_Channel|Target_Channel|Source_Label|Edge_Object|Distance_Unit|Surface_Measure_Unit
D 7ff8000000000000,7ff8000000000000,4008000000000000,0000000000000000,7ff8000000000000,7ff8000000000000
S B|B|3|0|micron|micron
TABLE perObject/B_to_A__16a34077b266b7029f1a448bcd0e94d28ca4fda7c11e8c87a291def15189290e rows=1 cols=56
H Source_Channel|Target_Channel|Source_Label|Edge_Object|Distance_Unit|Surface_Measure_Unit|Centre-Centre_NN1_Partner_Label|Centre-Centre_NN1_Value|Centre-Centre_NN1_Within_Contact|Centre-Centre_NN1_Exact_Contact|Centre-Centre_NN1_Apposed_Surface|Centre-Centre_NN2_Partner_Label|Centre-Centre_NN2_Value|Centre-Centre_NN2_Within_Contact|Centre-Centre_NN2_Exact_Contact|Centre-Centre_NN2_Apposed_Surface|Centre-Edge_NN1_Partner_Label|Centre-Edge_NN1_Value|Centre-Edge_NN1_Within_Contact|Centre-Edge_NN1_Exact_Contact|Centre-Edge_NN1_Apposed_Surface|Centre-Edge_NN2_Partner_Label|Centre-Edge_NN2_Value|Centre-Edge_NN2_Within_Contact|Centre-Edge_NN2_Exact_Contact|Centre-Edge_NN2_Apposed_Surface|Edge-Centre_NN1_Partner_Label|Edge-Centre_NN1_Value|Edge-Centre_NN1_Within_Contact|Edge-Centre_NN1_Exact_Contact|Edge-Centre_NN1_Apposed_Surface|Edge-Centre_NN2_Partner_Label|Edge-Centre_NN2_Value|Edge-Centre_NN2_Within_Contact|Edge-Centre_NN2_Exact_Contact|Edge-Centre_NN2_Apposed_Surface|Edge-Edge_NN1_Partner_Label|Edge-Edge_NN1_Value|Edge-Edge_NN1_Within_Contact|Edge-Edge_NN1_Exact_Contact|Edge-Edge_NN1_Apposed_Surface|Edge-Edge_NN2_Partner_Label|Edge-Edge_NN2_Value|Edge-Edge_NN2_Within_Contact|Edge-Edge_NN2_Exact_Contact|Edge-Edge_NN2_Apposed_Surface|Surface-Contact_NN1_Partner_Label|Surface-Contact_NN1_Value|Surface-Contact_NN1_Within_Contact|Surface-Contact_NN1_Exact_Contact|Surface-Contact_NN1_Apposed_Surface|Surface-Contact_NN2_Partner_Label|Surface-Contact_NN2_Value|Surface-Contact_NN2_Within_Contact|Surface-Contact_NN2_Exact_Contact|Surface-Contact_NN2_Apposed_Surface
D 7ff8000000000000,7ff8000000000000,4008000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000,3fe6a09e667f3bcd,3ff0000000000000,0000000000000000,4000000000000000,40f1170000000000,4000f876ccdf6cd9,0000000000000000,0000000000000000,0000000000000000,3ff0000000000000,3fd6a09e667f3bcd,3ff0000000000000,0000000000000000,4000000000000000,40f1170000000000,3ffc48c6001f0ac0,0000000000000000,0000000000000000,0000000000000000,3ff0000000000000,3fd6a09e667f3bcd,3ff0000000000000,0000000000000000,4000000000000000,40f1170000000000,3ffc48c6001f0ac0,0000000000000000,0000000000000000,0000000000000000,3ff0000000000000,0000000000000000,3ff0000000000000,0000000000000000,4000000000000000,40f1170000000000,3ff6a09e667f3bcd,0000000000000000,0000000000000000,0000000000000000,3ff0000000000000,4000000000000000,3ff0000000000000,0000000000000000,4000000000000000,40f1170000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
S B|A|3|0|micron|micron|1|0.707|1|0|2|70000|2.121|0|0|0|1|0.354|1|0|2|70000|1.768|0|0|0|1|0.354|1|0|2|70000|1.768|0|0|0|1|0|1|0|2|70000|1.414|0|0|0|1|2|1|0|2|70000|0|0|0|0
GROUP histograms count=20
TABLE histograms/A_to_A__0dff87bd5345f9346ebb4391c24b074b880f956ee99522041db685926a596ab4__Centre-Centre__NN1 rows=1 cols=10
H Bin_Lower|Bin_Upper|Bin_Centre|Count|Fraction|Unit|Source_Channel|Target_Channel|Mode|Rank
D 4006a09e667f3bcd,4006a09e667f3bcd,4006a09e667f3bcd,4000000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 2.828|2.828|2.828|2|1|micron|A|A|Centre-Centre|1
TABLE histograms/A_to_A__0dff87bd5345f9346ebb4391c24b074b880f956ee99522041db685926a596ab4__Centre-Edge__NN1 rows=1 cols=10
H Bin_Lower|Bin_Upper|Bin_Centre|Count|Fraction|Unit|Source_Channel|Target_Channel|Mode|Rank
D 4003cc8a99af5453,4003cc8a99af5453,4003cc8a99af5453,4000000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 2.475|2.475|2.475|2|1|micron|A|A|Centre-Edge|1
TABLE histograms/A_to_A__0dff87bd5345f9346ebb4391c24b074b880f956ee99522041db685926a596ab4__Edge-Centre__NN1 rows=1 cols=10
H Bin_Lower|Bin_Upper|Bin_Centre|Count|Fraction|Unit|Source_Channel|Target_Channel|Mode|Rank
D 4003cc8a99af5453,4003cc8a99af5453,4003cc8a99af5453,4000000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 2.475|2.475|2.475|2|1|micron|A|A|Edge-Centre|1
TABLE histograms/A_to_A__0dff87bd5345f9346ebb4391c24b074b880f956ee99522041db685926a596ab4__Edge-Edge__NN1 rows=1 cols=10
H Bin_Lower|Bin_Upper|Bin_Centre|Count|Fraction|Unit|Source_Channel|Target_Channel|Mode|Rank
D 4000f876ccdf6cd9,4000f876ccdf6cd9,4000f876ccdf6cd9,4000000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 2.121|2.121|2.121|2|1|micron|A|A|Edge-Edge|1
TABLE histograms/A_to_A__0dff87bd5345f9346ebb4391c24b074b880f956ee99522041db685926a596ab4__Surface-Contact__NN1 rows=1 cols=10
H Bin_Lower|Bin_Upper|Bin_Centre|Count|Fraction|Unit|Source_Channel|Target_Channel|Mode|Rank
D 0000000000000000,0000000000000000,0000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 0|0|0|2|1|micron|A|A|Surface-Contact|1
TABLE histograms/A_to_B__b6e53f3b2654d05b5489d2ac9163933038e4e1aaeee786f0c095833a982da635__Centre-Centre__NN1 rows=6 cols=10
H Bin_Lower|Bin_Upper|Bin_Centre|Count|Fraction|Unit|Source_Channel|Target_Channel|Mode|Rank
D 3fe6a09e667f3bcd,3fee2b7dddfefa66,3fea660e223f1b1a,3ff0000000000000,3fe0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 0.707|0.943|0.825|1|0.500|micron|A|B|Centre-Centre|1
D 3fee2b7dddfefa66,3ff2db2eaabf5c80,3ff0f876ccdf6cda,0000000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 0.943|1.179|1.061|0|0.000|micron|A|B|Centre-Centre|1
D 3ff2db2eaabf5c80,3ff6a09e667f3bcd,3ff4bde6889f4c26,0000000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 1.179|1.414|1.296|0|0.000|micron|A|B|Centre-Centre|1
D 3ff6a09e667f3bcc,3ffa660e223f1b19,3ff88356445f2b72,0000000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 1.414|1.650|1.532|0|0.000|micron|A|B|Centre-Centre|1
D 3ffa660e223f1b19,3ffe2b7dddfefa66,3ffc48c6001f0ac0,0000000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 1.650|1.886|1.768|0|0.000|micron|A|B|Centre-Centre|1
D 3ffe2b7dddfefa66,4000f876ccdf6cd9,4000071addef7506,3ff0000000000000,3fe0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 1.886|2.121|2.003|1|0.500|micron|A|B|Centre-Centre|1
TABLE histograms/A_to_B__b6e53f3b2654d05b5489d2ac9163933038e4e1aaeee786f0c095833a982da635__Centre-Edge__NN1 rows=6 cols=10
H Bin_Lower|Bin_Upper|Bin_Centre|Count|Fraction|Unit|Source_Channel|Target_Channel|Mode|Rank
D 3fd6a09e667f3bcd,3fe2db2eaabf5c80,3fde2b7dddfefa66,3ff0000000000000,3fe0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 0.354|0.589|0.471|1|0.500|micron|A|B|Centre-Edge|1
D 3fe2db2eaabf5c80,3fea660e223f1b1a,3fe6a09e667f3bcd,0000000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 0.589|0.825|0.707|0|0.000|micron|A|B|Centre-Edge|1
D 3fea660e223f1b1a,3ff0f876ccdf6cda,3fee2b7dddfefa67,0000000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 0.825|1.061|0.943|0|0.000|micron|A|B|Centre-Edge|1
D 3ff0f876ccdf6cda,3ff4bde6889f4c27,3ff2db2eaabf5c80,0000000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 1.061|1.296|1.179|0|0.000|micron|A|B|Centre-Edge|1
D 3ff4bde6889f4c27,3ff88356445f2b74,3ff6a09e667f3bce,0000000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 1.296|1.532|1.414|0|0.000|micron|A|B|Centre-Edge|1
D 3ff88356445f2b73,3ffc48c6001f0ac0,3ffa660e223f1b1a,3ff0000000000000,3fe0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 1.532|1.768|1.650|1|0.500|micron|A|B|Centre-Edge|1
TABLE histograms/A_to_B__b6e53f3b2654d05b5489d2ac9163933038e4e1aaeee786f0c095833a982da635__Edge-Centre__NN1 rows=6 cols=10
H Bin_Lower|Bin_Upper|Bin_Centre|Count|Fraction|Unit|Source_Channel|Target_Channel|Mode|Rank
D 3fd6a09e667f3bcd,3fe2db2eaabf5c80,3fde2b7dddfefa66,3ff0000000000000,3fe0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 0.354|0.589|0.471|1|0.500|micron|A|B|Edge-Centre|1
D 3fe2db2eaabf5c80,3fea660e223f1b1a,3fe6a09e667f3bcd,0000000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 0.589|0.825|0.707|0|0.000|micron|A|B|Edge-Centre|1
D 3fea660e223f1b1a,3ff0f876ccdf6cda,3fee2b7dddfefa67,0000000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 0.825|1.061|0.943|0|0.000|micron|A|B|Edge-Centre|1
D 3ff0f876ccdf6cda,3ff4bde6889f4c27,3ff2db2eaabf5c80,0000000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 1.061|1.296|1.179|0|0.000|micron|A|B|Edge-Centre|1
D 3ff4bde6889f4c27,3ff88356445f2b74,3ff6a09e667f3bce,0000000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 1.296|1.532|1.414|0|0.000|micron|A|B|Edge-Centre|1
D 3ff88356445f2b73,3ffc48c6001f0ac0,3ffa660e223f1b1a,3ff0000000000000,3fe0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 1.532|1.768|1.650|1|0.500|micron|A|B|Edge-Centre|1
TABLE histograms/A_to_B__b6e53f3b2654d05b5489d2ac9163933038e4e1aaeee786f0c095833a982da635__Edge-Edge__NN1 rows=6 cols=10
H Bin_Lower|Bin_Upper|Bin_Centre|Count|Fraction|Unit|Source_Channel|Target_Channel|Mode|Rank
D 0000000000000000,3fce2b7dddfefa67,3fbe2b7dddfefa67,3ff0000000000000,3fe0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 0.000|0.236|0.118|1|0.500|micron|A|B|Edge-Edge|1
D 3fce2b7dddfefa67,3fde2b7dddfefa67,3fd6a09e667f3bcd,0000000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 0.236|0.471|0.354|0|0.000|micron|A|B|Edge-Edge|1
D 3fde2b7dddfefa67,3fe6a09e667f3bcd,3fe2db2eaabf5c80,0000000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 0.471|0.707|0.589|0|0.000|micron|A|B|Edge-Edge|1
D 3fe6a09e667f3bcd,3fee2b7dddfefa67,3fea660e223f1b1a,0000000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 0.707|0.943|0.825|0|0.000|micron|A|B|Edge-Edge|1
D 3fee2b7dddfefa67,3ff2db2eaabf5c80,3ff0f876ccdf6cda,0000000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 0.943|1.179|1.061|0|0.000|micron|A|B|Edge-Edge|1
D 3ff2db2eaabf5c80,3ff6a09e667f3bcd,3ff4bde6889f4c26,3ff0000000000000,3fe0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 1.179|1.414|1.296|1|0.500|micron|A|B|Edge-Edge|1
TABLE histograms/A_to_B__b6e53f3b2654d05b5489d2ac9163933038e4e1aaeee786f0c095833a982da635__Surface-Contact__NN1 rows=6 cols=10
H Bin_Lower|Bin_Upper|Bin_Centre|Count|Fraction|Unit|Source_Channel|Target_Channel|Mode|Rank
D 0000000000000000,3fd5555555555555,3fc5555555555555,3ff0000000000000,3fe0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 0.000|0.333|0.167|1|0.500|micron|A|B|Surface-Contact|1
D 3fd5555555555555,3fe5555555555555,3fe0000000000000,0000000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 0.333|0.667|0.500|0|0.000|micron|A|B|Surface-Contact|1
D 3fe5555555555555,3ff0000000000000,3feaaaaaaaaaaaaa,0000000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 0.667|1.000|0.833|0|0.000|micron|A|B|Surface-Contact|1
D 3ff0000000000000,3ff5555555555555,3ff2aaaaaaaaaaaa,0000000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 1.000|1.333|1.167|0|0.000|micron|A|B|Surface-Contact|1
D 3ff5555555555555,3ffaaaaaaaaaaaaa,3ff8000000000000,0000000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 1.333|1.667|1.500|0|0.000|micron|A|B|Surface-Contact|1
D 3ffaaaaaaaaaaaaa,4000000000000000,3ffd555555555555,3ff0000000000000,3fe0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 1.667|2.000|1.833|1|0.500|micron|A|B|Surface-Contact|1
TABLE histograms/B_to_A__16a34077b266b7029f1a448bcd0e94d28ca4fda7c11e8c87a291def15189290e__Centre-Centre__NN1 rows=1 cols=10
H Bin_Lower|Bin_Upper|Bin_Centre|Count|Fraction|Unit|Source_Channel|Target_Channel|Mode|Rank
D 3fe6a09e667f3bcd,3fe6a09e667f3bcd,3fe6a09e667f3bcd,3ff0000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 0.707|0.707|0.707|1|1|micron|B|A|Centre-Centre|1
TABLE histograms/B_to_A__16a34077b266b7029f1a448bcd0e94d28ca4fda7c11e8c87a291def15189290e__Centre-Centre__NN2 rows=1 cols=10
H Bin_Lower|Bin_Upper|Bin_Centre|Count|Fraction|Unit|Source_Channel|Target_Channel|Mode|Rank
D 4000f876ccdf6cd9,4000f876ccdf6cd9,4000f876ccdf6cd9,3ff0000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4000000000000000
S 2.121|2.121|2.121|1|1|micron|B|A|Centre-Centre|2
TABLE histograms/B_to_A__16a34077b266b7029f1a448bcd0e94d28ca4fda7c11e8c87a291def15189290e__Centre-Edge__NN1 rows=1 cols=10
H Bin_Lower|Bin_Upper|Bin_Centre|Count|Fraction|Unit|Source_Channel|Target_Channel|Mode|Rank
D 3fd6a09e667f3bcd,3fd6a09e667f3bcd,3fd6a09e667f3bcd,3ff0000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 0.354|0.354|0.354|1|1|micron|B|A|Centre-Edge|1
TABLE histograms/B_to_A__16a34077b266b7029f1a448bcd0e94d28ca4fda7c11e8c87a291def15189290e__Centre-Edge__NN2 rows=1 cols=10
H Bin_Lower|Bin_Upper|Bin_Centre|Count|Fraction|Unit|Source_Channel|Target_Channel|Mode|Rank
D 3ffc48c6001f0ac0,3ffc48c6001f0ac0,3ffc48c6001f0ac0,3ff0000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4000000000000000
S 1.768|1.768|1.768|1|1|micron|B|A|Centre-Edge|2
TABLE histograms/B_to_A__16a34077b266b7029f1a448bcd0e94d28ca4fda7c11e8c87a291def15189290e__Edge-Centre__NN1 rows=1 cols=10
H Bin_Lower|Bin_Upper|Bin_Centre|Count|Fraction|Unit|Source_Channel|Target_Channel|Mode|Rank
D 3fd6a09e667f3bcd,3fd6a09e667f3bcd,3fd6a09e667f3bcd,3ff0000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 0.354|0.354|0.354|1|1|micron|B|A|Edge-Centre|1
TABLE histograms/B_to_A__16a34077b266b7029f1a448bcd0e94d28ca4fda7c11e8c87a291def15189290e__Edge-Centre__NN2 rows=1 cols=10
H Bin_Lower|Bin_Upper|Bin_Centre|Count|Fraction|Unit|Source_Channel|Target_Channel|Mode|Rank
D 3ffc48c6001f0ac0,3ffc48c6001f0ac0,3ffc48c6001f0ac0,3ff0000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4000000000000000
S 1.768|1.768|1.768|1|1|micron|B|A|Edge-Centre|2
TABLE histograms/B_to_A__16a34077b266b7029f1a448bcd0e94d28ca4fda7c11e8c87a291def15189290e__Edge-Edge__NN1 rows=1 cols=10
H Bin_Lower|Bin_Upper|Bin_Centre|Count|Fraction|Unit|Source_Channel|Target_Channel|Mode|Rank
D 0000000000000000,0000000000000000,0000000000000000,3ff0000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 0|0|0|1|1|micron|B|A|Edge-Edge|1
TABLE histograms/B_to_A__16a34077b266b7029f1a448bcd0e94d28ca4fda7c11e8c87a291def15189290e__Edge-Edge__NN2 rows=1 cols=10
H Bin_Lower|Bin_Upper|Bin_Centre|Count|Fraction|Unit|Source_Channel|Target_Channel|Mode|Rank
D 3ff6a09e667f3bcd,3ff6a09e667f3bcd,3ff6a09e667f3bcd,3ff0000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4000000000000000
S 1.414|1.414|1.414|1|1|micron|B|A|Edge-Edge|2
TABLE histograms/B_to_A__16a34077b266b7029f1a448bcd0e94d28ca4fda7c11e8c87a291def15189290e__Surface-Contact__NN1 rows=1 cols=10
H Bin_Lower|Bin_Upper|Bin_Centre|Count|Fraction|Unit|Source_Channel|Target_Channel|Mode|Rank
D 4000000000000000,4000000000000000,4000000000000000,3ff0000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 2|2|2|1|1|micron|B|A|Surface-Contact|1
TABLE histograms/B_to_A__16a34077b266b7029f1a448bcd0e94d28ca4fda7c11e8c87a291def15189290e__Surface-Contact__NN2 rows=1 cols=10
H Bin_Lower|Bin_Upper|Bin_Centre|Count|Fraction|Unit|Source_Channel|Target_Channel|Mode|Rank
D 0000000000000000,0000000000000000,0000000000000000,3ff0000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4000000000000000
S 0|0|0|1|1|micron|B|A|Surface-Contact|2
